news_id,date,stock,name,sector,language,headline,content,event_type,true_label
N000522,2018-08-04,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,Square Pharmaceuticals PLC raises dividend payout ratio to 30%,"The board of Square Pharmaceuticals PLC has recommended a 35% cash dividend for shareholders for the just-ended financial year, citing strong reserves and steady cash flow. The record date has been set and approval will be sought at the upcoming AGM.",dividend,positive
N001467,2024-04-30,DSEX,DSE Broad Index,Index,en,Bangladesh Bank holds policy rate at 30%,"Bangladesh Bank kept its policy rate unchanged at 20% in its latest monetary policy statement. The central bank struck a balanced tone, citing both inflation risks and the need to support growth.",macro,neutral
N000449,2019-08-28,PRIMEBANK,Prime Bank Limited,Bank,en,"Prime Bank Limited posts record quarterly profit, beats estimates","Prime Bank Limited reported Q3 earnings that beat analyst estimates by 25%, driven by stronger-than-expected demand in the core bank segment. Management attributed the performance to improved margins and a 25% rise in revenue, and said it expects the momentum to continue next quarter.",earnings,positive
N001196,2019-06-21,BATBC,British American Tobacco Bangladesh,Tobacco,en,British American Tobacco Bangladesh CEO arrested in loan scam,The British American Tobacco Bangladesh CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000951,2025-08-08,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,bn,Heidelberg Cement Bangladesh রেকর্ড মুনাফা ঘোষণা করেছে,Heidelberg Cement Bangladesh রেকর্ড মুনাফা ঘোষণা করেছে,earnings,positive
N001500,2020-06-23,DSEX,DSE Broad Index,Index,en,DSE Broad Index signs MoU for new production line,"DSE Broad Index unveiled plans to invest Tk100 crore in a new index facility expected to create 500 jobs. The project, financed through a mix of retained earnings and bank loans, is slated for commissioning within 18 months.",expansion,positive
N000892,2020-12-10,POWERGRID,Power Grid Company of Bangladesh,Power,en,Power Grid Company of Bangladesh auditors resign over accounting concerns,The Power Grid Company of Bangladesh CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000546,2011-06-13,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,Square Pharmaceuticals PLC sets record date for dividend,"Square Pharmaceuticals PLC has set the record date for entitlement to the recently declared dividend. Shareholders holding shares on the record date will be eligible for the payout, the company said in a regulatory filing.",dividend,neutral
N000702,2012-09-04,GP,Grameenphone Limited,Telecom,en,Court orders asset freeze on Grameenphone Limited directors,The Grameenphone Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001414,2015-05-13,CUSTOMERS,Customer's Care PLC,Services,en,Customer's Care PLC shares hit lower circuit on loan default rumours,The Customer's Care PLC CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001412,2012-05-08,CUSTOMERS,Customer's Care PLC,Services,bn,আদালত Customer's Care PLC পরিচালকদের সম্পদ জব্দ করেছে,আদালত Customer's Care PLC পরিচালকদের সম্পদ জব্দ করেছে,scandal,negative
N001040,2011-09-13,LAFARGECEM,LafargeHolcim Bangladesh,Cement,bn,আইএমএফ ঋণ শর্তে বাংলাদেশি কর্পোরেট উদ্বেগ,আইএমএফ ঋণ শর্তে বাংলাদেশি কর্পোরেট উদ্বেগ,macro,negative
N001248,2011-03-03,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,Walton Hi-Tech Industries দক্ষিণ এশিয়ার বৃহত্তম সৌর বিদ্যুৎ কেন্দ্র চালু করেছে,Walton Hi-Tech Industries দক্ষিণ এশিয়ার বৃহত্তম সৌর বিদ্যুৎ কেন্দ্র চালু করেছে,expansion,positive
N000195,2022-08-31,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,Dutch-Bangla Bank PLC raises dividend payout ratio to 10%,"The board of Dutch-Bangla Bank PLC has recommended a 25% cash dividend for shareholders for the just-ended financial year, citing strong reserves and steady cash flow. The record date has been set and approval will be sought at the upcoming AGM.",dividend,positive
N000711,2026-03-27,GP,Grameenphone Limited,Telecom,en,Grameenphone Limited under foreign exchange violation probe,BSEC has suspended trading of Grameenphone Limited for 7 days following a probe into compliance breaches. The regulator said the action is aimed at protecting investor interest until the matter is resolved.,regulatory,negative
N000814,2016-05-20,ROBI,Robi Axiata Limited,Telecom,bn,Robi Axiata Limited দুটি কারখানা বন্ধ করেছে,Robi Axiata Limited দুটি কারখানা বন্ধ করেছে,expansion,negative
N000063,2020-07-22,BRACBANK,BRAC Bank Limited,Bank,en,BRAC Bank Limited announces special dividend on strong reserves,"The board of BRAC Bank Limited has recommended a 30% cash dividend for shareholders for the just-ended financial year, citing strong reserves and steady cash flow. The record date has been set and approval will be sought at the upcoming AGM.",dividend,positive
N001534,2017-12-26,DSEX,DSE Broad Index,Index,bn,DSE Broad Index টাকা 200 কোটি টাকার নতুন কারখানা উদ্বোধন,DSE Broad Index টাকা 200 কোটি টাকার নতুন কারখানা উদ্বোধন,expansion,positive
N000047,2026-01-23,BANKASIA,Bank Asia Limited,Bank,en,Bank Asia Limited defers Tk100 crore expansion plan,"Bank Asia Limited has deferred its Tk250 crore expansion plan, citing the current macroeconomic environment and rising financing costs. The company said it will revisit the project once conditions improve.",expansion,negative
N001511,2022-09-08,DSEX,DSE Broad Index,Index,bn,DSE Broad Index বিশেষ লভ্যাংশ ঘোষণা করেছে,DSE Broad Index বিশেষ লভ্যাংশ ঘোষণা করেছে,dividend,positive
N000133,2024-01-08,DBBL,Dutch-Bangla Bank PLC,Bank,en,BSEC issues new disclosure rules affecting Dutch-Bangla Bank PLC,BSEC has issued new disclosure rules that will affect how Dutch-Bangla Bank PLC reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N001540,2018-12-21,DSEX,DSE Broad Index,Index,en,Bangladesh budget proposes new tax measures,"Bangladesh Bank kept its policy rate unchanged at 20% in its latest monetary policy statement. The central bank struck a balanced tone, citing both inflation risks and the need to support growth.",macro,neutral
N000281,2011-01-27,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,bn,আইএমএফ ঋণ শর্তে বাংলাদেশি কর্পোরেট উদ্বেগ,আইএমএফ ঋণ শর্তে বাংলাদেশি কর্পোরেট উদ্বেগ,macro,negative
N001353,2023-08-11,JAMUNAOIL,Jamuna Oil Company,Fuel,en,Jamuna Oil Company cleared by ACC in corruption probe,Jamuna Oil Company secured Bangladesh Bank approval to launch a new product in the fuel segment. The clearance comes after a year-long review process and the company plans a phased rollout beginning next month.,regulatory,positive
N001461,2013-12-05,DSEX,DSE Broad Index,Index,en,Regulator probes DSE Broad Index for insider trading,The DSE Broad Index CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000023,2014-01-03,BANKASIA,Bank Asia Limited,Bank,en,Bank Asia Limited cleared by ACC in corruption probe,Bank Asia Limited secured Bangladesh Bank approval to launch a new product in the bank segment. The clearance comes after a year-long review process and the company plans a phased rollout beginning next month.,regulatory,positive
N001132,2018-02-05,UNILEVER,Unilever Consumer Care,Consumer,en,Unilever Consumer Care shares hit lower circuit on loan default rumours,The Unilever Consumer Care CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000516,2017-10-11,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,BSEC issues new disclosure rules affecting Square Pharmaceuticals PLC,BSEC has issued new disclosure rules that will affect how Square Pharmaceuticals PLC reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N000537,2020-01-31,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,Court orders asset freeze on Square Pharmaceuticals PLC directors,The Square Pharmaceuticals PLC CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N001361,2019-02-15,JAMUNAOIL,Jamuna Oil Company,Fuel,en,Jamuna Oil Company Q3 profit slumps 15% as costs soar,"Jamuna Oil Company swung to a loss in Q3 as rising input costs and weaker demand eroded margins. Revenue fell 12% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N000495,2010-01-08,SIBL,Social Islami Bank Limited,Bank,en,Social Islami Bank Limited Q4 profit jumps 22% year-on-year,"Social Islami Bank Limited reported Q4 earnings that beat analyst estimates by 20%, driven by stronger-than-expected demand in the core bank segment. Management attributed the performance to improved margins and a 20% rise in revenue, and said it expects the momentum to continue next quarter.",earnings,positive
